isInDistance,isRedLight,passedIntersection,stop,distanceToGoal
0,0,0,0,12.731832504272461
0,0,0,0,12.618840217590332
0,0,0,0,12.485444068908691
0,0,0,0,12.334039688110352
0,0,0,0,12.195446014404297
0,0,0,0,12.054848670959473
0,0,0,0,11.930093765258789
0,0,0,0,11.820680618286133
0,0,0,0,11.709537506103516
0,0,0,0,11.564726829528809
0,0,0,0,11.438213348388672
0,0,0,0,11.305538177490234
0,0,0,0,11.177594184875488
0,0,0,0,11.038614273071289
0,0,0,0,10.9076566696167
0,0,0,0,10.778260231018066
0,0,0,0,10.663328170776367
0,0,0,0,10.522082328796387
0,0,0,0,10.403470993041992
0,0,0,0,10.246134757995605
0,0,0,0,10.097156524658203
0,0,0,0,9.973590850830078
0,0,0,0,9.85966968536377
0,0,0,0,9.747817993164062
0,0,0,0,9.625713348388672
0,0,0,0,9.493364334106445
0,0,0,0,9.34476089477539
0,0,0,0,9.2079496383667
0,0,0,0,9.073993682861328
0,0,0,0,8.9183988571167
0,0,0,0,8.817708969116211
0,0,0,0,8.699002265930176
0,0,0,0,8.583576202392578
0,0,0,0,8.461959838867188
0,0,0,0,8.3382568359375
0,0,0,0,8.207852363586426
0,0,0,0,8.074581146240234
0,0,0,0,7.9406208992004395
0,0,0,0,7.811386585235596
0,0,0,0,7.688753128051758
0,0,0,0,7.571733474731445
0,0,0,0,7.439509868621826
0,0,0,0,7.31020450592041
0,0,0,0,7.1812238693237305
0,0,0,0,7.058672904968262
0,0,0,0,6.93942928314209
0,0,0,0,6.79979944229126
0,0,0,0,6.671532154083252
0,0,0,0,6.548216819763184
0,0,0,0,6.4199700355529785
0,0,0,0,6.262633323669434
0,0,0,0,6.115857124328613
0,0,0,0,6.003561496734619
0,0,0,0,5.886350631713867
0,0,0,0,5.742232799530029
0,0,0,0,5.617125034332275
0,0,0,0,5.501550674438477
0,0,0,0,5.385560989379883
0,0,0,0,5.267690181732178
0,0,0,0,5.138260841369629
0,0,0,0,5.008498191833496
0,0,0,0,4.885806560516357
0,0,0,0,4.7504963874816895
0,0,0,0,4.6143317222595215
0,0,0,0,4.4769816398620605
0,0,0,0,4.344766616821289
0,0,0,0,4.2304887771606445
0,0,0,0,4.102019786834717
0,0,0,0,3.973975419998169
0,0,0,0,3.848665714263916
0,0,0,0,3.7231192588806152
0,0,0,0,3.605198383331299
0,0,0,0,107.884521484375
0,0,0,0,107.86786651611328
0,0,0,0,107.70083618164062
0,0,0,0,107.51302337646484
0,0,0,0,107.36048889160156
0,0,0,0,107.20672607421875
0,0,0,0,107.03622436523438
0,0,0,0,106.87734985351562
0,0,0,0,106.72051239013672
0,0,0,0,106.57078552246094
0,0,0,0,106.40349578857422
0,0,0,0,106.25617980957031
0,0,0,0,106.12179565429688
0,0,0,0,105.99272155761719
0,0,0,0,105.84503936767578
0,0,0,0,105.68856048583984
0,0,0,0,105.54997253417969
0,0,0,0,105.39607238769531
0,0,0,0,105.2325439453125
0,0,0,0,105.07520294189453
0,0,0,0,104.91619110107422
0,0,0,0,104.7659683227539
0,0,0,0,104.60887908935547
0,0,0,0,104.45907592773438
0,0,0,0,104.30966186523438
0,0,0,0,104.14677429199219
0,0,0,0,104.00141906738281
0,0,0,0,103.84640502929688
0,0,0,0,103.69918060302734
0,0,0,0,103.54959106445312
0,0,0,0,103.38736724853516
0,0,0,0,103.18260955810547
0,0,0,0,103.04953002929688
0,0,0,0,102.92306518554688
0,0,0,0,102.78714752197266
0,0,0,0,102.64189910888672
0,0,0,0,102.4881591796875
0,0,0,0,102.28244018554688
0,0,0,0,102.12996673583984
0,0,0,0,101.9931869506836
0,0,0,0,101.86162567138672
0,0,0,0,101.73515319824219
0,0,0,0,101.59513092041016
0,0,0,0,101.44265747070312
0,0,0,0,101.27729034423828
0,0,0,0,101.11730194091797
0,0,0,0,100.95264434814453
0,0,0,0,100.79444885253906
0,0,0,0,100.64717864990234
0,0,0,0,100.48179626464844
0,0,0,0,100.3356704711914
0,0,0,0,100.19153594970703
0,0,0,0,100.02637481689453
0,0,0,0,99.86174774169922
0,0,0,0,99.71543884277344
0,0,0,0,99.56400299072266
0,0,0,0,99.41767883300781
0,0,0,0,99.26031494140625
0,0,0,0,99.11698913574219
0,0,0,0,98.96190643310547
0,0,0,0,98.79150390625
0,0,0,0,98.65013122558594
0,0,0,0,98.49385070800781
0,0,0,0,98.33479309082031
0,0,0,0,98.18463897705078
0,0,0,0,98.03187561035156
0,0,0,0,97.89141845703125
0,0,0,0,97.73918914794922
0,0,0,0,97.57241821289062
0,0,0,0,97.4281234741211
0,0,0,0,97.2822494506836
0,0,0,0,97.1252212524414
0,0,0,0,96.98271942138672
0,0,0,0,96.83049774169922
0,0,0,0,96.68683624267578
0,0,0,0,96.53518676757812
0,0,0,0,96.38282012939453
0,0,0,0,96.2335433959961
0,0,0,0,96.08501434326172
0,0,0,0,95.94034576416016
0,0,0,0,95.78684997558594
0,0,0,0,95.62976837158203
0,0,0,0,95.44802856445312
0,0,0,0,95.31254577636719
0,0,0,0,95.176025390625
0,0,0,0,95.0087661743164
0,0,0,0,94.89703369140625
0,0,0,0,94.74262237548828
0,0,0,0,94.59806823730469
0,0,0,0,94.45402526855469
0,0,0,0,94.30878448486328
0,0,0,0,94.16082000732422
0,0,0,0,93.9620590209961
0,0,0,0,93.81268310546875
0,0,0,0,93.67086029052734
0,0,0,0,93.54206848144531
0,0,0,0,93.42179870605469
0,0,0,0,93.2799301147461
0,0,0,0,93.12874603271484
0,0,0,0,92.97126770019531
0,0,0,0,92.81734466552734
0,0,0,0,92.66431427001953
0,0,0,0,92.51641845703125
0,0,0,0,92.36287689208984
0,0,0,0,92.21344757080078
0,0,0,0,92.05382537841797
0,0,0,0,91.90567779541016
0,0,0,0,91.75871276855469
0,0,0,0,91.60307312011719
0,0,0,0,91.43605041503906
0,0,0,0,91.29914093017578
0,0,0,0,91.16445922851562
0,0,0,0,91.02201080322266
0,0,0,0,90.87722778320312
0,0,0,0,90.7298583984375
0,0,0,0,90.56816864013672
0,0,0,0,90.4189224243164
0,0,0,0,90.25840759277344
0,0,0,0,90.09907531738281
0,0,0,0,89.94881439208984
0,0,0,0,89.80303192138672
0,0,0,0,89.63431549072266
0,0,0,0,89.49031829833984
0,0,0,0,89.35386657714844
0,0,0,0,89.19995880126953
0,0,0,0,89.02445220947266
0,0,0,0,88.88947296142578
0,0,0,0,88.73634338378906
0,0,0,0,88.5926513671875
0,0,0,0,88.44879913330078
0,0,0,0,88.29840850830078
0,0,0,0,88.15901947021484
0,0,0,0,88.01564025878906
0,0,0,0,87.84276580810547
0,0,0,0,87.68917846679688
0,0,0,0,87.53242492675781
0,0,0,0,87.39410400390625
0,0,0,0,87.2754898071289
0,0,0,0,87.14449310302734
0,0,0,0,86.99573516845703
0,0,0,0,86.839111328125
0,0,0,0,86.68990325927734
0,0,0,0,86.53005981445312
0,0,0,0,86.3759536743164
0,0,0,0,86.18749237060547
0,0,0,0,86.0548324584961
0,0,0,0,85.92413330078125
0,0,0,0,85.80785369873047
0,0,0,0,85.61274719238281
0,0,0,0,85.4662857055664
0,0,0,0,85.30647277832031
0,0,0,0,85.16588592529297
0,0,0,0,85.03875732421875
0,0,0,0,84.92022705078125
0,0,0,0,84.78168487548828
0,0,0,0,84.6307601928711
0,0,0,0,84.47978973388672
0,0,0,0,84.32734680175781
0,0,0,0,84.1634750366211
0,0,0,0,84.01483154296875
0,0,0,0,83.8670883178711
0,0,0,0,83.72868347167969
0,0,0,0,83.60083770751953
0,0,0,0,83.45984649658203
0,0,0,0,83.31153869628906
0,0,0,0,83.16600036621094
0,0,0,0,83.01097869873047
0,0,0,0,82.86302947998047
0,0,0,0,82.71800231933594
0,0,0,0,82.56114959716797
0,0,0,0,82.42732238769531
0,0,0,0,82.30127716064453
0,0,0,0,82.14063262939453
0,0,0,0,81.99871063232422
0,0,0,0,81.85215759277344
1,1,0,0,81.70645141601562
1,1,0,1,81.70083618164062
1,1,0,1,81.6949691772461
1,1,0,1,81.69152069091797
1,1,0,1,81.68840026855469
1,1,0,1,81.68728637695312
1,1,0,1,81.68717956542969
1,1,0,1,81.6869888305664
1,1,0,1,81.68681335449219
1,1,0,1,81.68656921386719
1,1,0,1,81.68636322021484
1,1,0,1,81.6827392578125
1,1,0,1,81.67909240722656
1,1,0,1,81.67613983154297
1,1,0,1,81.67269897460938
1,1,0,1,81.6695785522461
1,1,0,1,81.66659545898438
1,1,0,1,81.66382598876953
1,1,0,1,81.6605453491211
1,1,0,1,81.65733337402344
1,1,0,1,81.6557388305664
1,1,0,1,81.65266418457031
1,1,0,1,81.65111541748047
1,1,0,1,81.6478042602539
1,1,0,1,81.64604187011719
1,1,0,1,81.6438980102539
1,1,0,1,81.6412124633789
1,1,0,1,81.63973999023438
1,1,0,1,81.63809204101562
1,1,0,1,81.63663482666016
1,1,0,1,81.6352310180664
1,1,0,1,81.63130950927734
1,1,0,1,81.6294174194336
1,1,0,1,81.62792205810547
1,1,0,1,81.62603759765625
1,1,0,1,81.62455749511719
1,1,0,1,81.62272644042969
1,1,0,1,81.62108612060547
1,1,0,1,81.6202621459961
1,1,0,1,81.61888885498047
1,1,0,1,81.61662292480469
1,1,0,1,81.61549377441406
1,1,0,1,81.61503601074219
1,1,0,1,81.6129379272461
1,1,0,1,81.6119155883789
1,1,0,1,81.60977935791016
1,1,0,1,81.60896301269531
1,1,0,1,81.6074447631836
1,1,0,1,81.6059799194336
1,1,0,1,81.60485076904297
1,1,0,1,81.60336303710938
1,1,0,1,81.60151672363281
1,1,0,1,81.60006713867188
1,1,0,1,81.59819793701172
