isInDistance,isRedLight,passedIntersection,stop,distanceToGoal
0,0,0,0,12.777314186096191
0,0,0,0,12.64777660369873
0,0,0,0,12.530311584472656
0,0,0,0,12.411258697509766
0,0,0,0,12.281452178955078
0,0,0,0,12.1356201171875
0,0,0,0,11.998656272888184
0,0,0,0,11.87086009979248
0,0,0,0,11.747499465942383
0,0,0,0,11.621166229248047
0,0,0,0,11.48446273803711
0,0,0,0,11.343273162841797
0,0,0,0,11.214892387390137
0,0,0,0,11.05574893951416
0,0,0,0,10.924038887023926
0,0,0,0,10.796253204345703
0,0,0,0,10.685550689697266
0,0,0,0,10.549220085144043
0,0,0,0,10.42031192779541
0,0,0,0,10.295228004455566
0,0,0,0,10.104727745056152
0,0,0,0,9.991682052612305
0,0,0,0,9.876130104064941
0,0,0,0,9.736919403076172
0,0,0,0,9.622822761535645
0,0,0,0,9.508299827575684
0,0,0,0,9.382270812988281
0,0,0,0,9.255694389343262
0,0,0,0,9.126060485839844
0,0,0,0,8.994246482849121
0,0,0,0,8.853208541870117
0,0,0,0,8.722902297973633
0,0,0,0,8.59168815612793
0,0,0,0,8.46481704711914
0,0,0,0,8.344210624694824
0,0,0,0,8.217303276062012
0,0,0,0,8.083931922912598
0,0,0,0,7.958469867706299
0,0,0,0,7.826303958892822
0,0,0,0,7.701463222503662
0,0,0,0,7.581531524658203
0,0,0,0,7.469049453735352
0,0,0,0,7.346429347991943
0,0,0,0,7.212912559509277
0,0,0,0,7.0634613037109375
0,0,0,0,6.9327263832092285
0,0,0,0,6.79430627822876
0,0,0,0,6.662753582000732
0,0,0,0,6.543943405151367
0,0,0,0,6.4270172119140625
0,0,0,0,6.310638427734375
0,0,0,0,6.1679368019104
0,0,0,0,6.038632869720459
0,0,0,0,5.891378879547119
0,0,0,0,5.755308151245117
0,0,0,0,5.6389851570129395
0,0,0,0,5.527495384216309
0,0,0,0,5.411792755126953
0,0,0,0,5.280877590179443
0,0,0,0,5.154723644256592
0,0,0,0,5.026645183563232
0,0,0,0,4.899853229522705
0,0,0,0,4.769382953643799
0,0,0,0,4.639932632446289
0,0,0,0,4.51226806640625
0,0,0,0,4.38099479675293
0,0,0,0,4.2522501945495605
0,0,0,0,4.131186485290527
0,0,0,0,4.014042377471924
0,0,0,0,3.894432783126831
0,0,0,0,3.7517457008361816
0,0,0,0,3.612964630126953
0,0,0,0,107.865234375
0,0,0,0,107.87340545654297
0,0,0,0,107.7286605834961
0,0,0,0,107.57913970947266
0,0,0,0,107.39669036865234
0,0,0,0,107.2269058227539
0,0,0,0,107.07137298583984
0,0,0,0,106.91381072998047
0,0,0,0,106.74760437011719
0,0,0,0,106.58561706542969
0,0,0,0,106.42411041259766
0,0,0,0,106.22109985351562
0,0,0,0,106.09579467773438
0,0,0,0,105.9687271118164
0,0,0,0,105.82566833496094
0,0,0,0,105.68978118896484
0,0,0,0,105.53982543945312
0,0,0,0,105.38712310791016
0,0,0,0,105.23355865478516
0,0,0,0,105.06897735595703
0,0,0,0,104.90354919433594
0,0,0,0,104.75223541259766
0,0,0,0,104.6057357788086
0,0,0,0,104.433349609375
0,0,0,0,104.2773666381836
0,0,0,0,104.14198303222656
0,0,0,0,104.0030288696289
0,0,0,0,103.86058044433594
0,0,0,0,103.70500183105469
0,0,0,0,103.55878448486328
0,0,0,0,103.40516662597656
0,0,0,0,103.2432861328125
0,0,0,0,103.1010513305664
0,0,0,0,102.9471206665039
0,0,0,0,102.80059051513672
0,0,0,0,102.64640045166016
0,0,0,0,102.48896789550781
0,0,0,0,102.31130981445312
0,0,0,0,102.15235900878906
0,0,0,0,102.01611328125
0,0,0,0,101.88558959960938
0,0,0,0,101.74901580810547
0,0,0,0,101.59979248046875
0,0,0,0,101.45420837402344
0,0,0,0,101.28730773925781
0,0,0,0,101.12907409667969
0,0,0,0,100.98371887207031
0,0,0,0,100.8243179321289
0,0,0,0,100.67333984375
0,0,0,0,100.51725006103516
0,0,0,0,100.36924743652344
0,0,0,0,100.19010925292969
0,0,0,0,100.04024505615234
0,0,0,0,99.88565063476562
0,0,0,0,99.76238250732422
0,0,0,0,99.62864685058594
0,0,0,0,99.47876739501953
0,0,0,0,99.31491088867188
0,0,0,0,99.16307830810547
0,0,0,0,99.01219940185547
0,0,0,0,98.85498809814453
0,0,0,0,98.69678497314453
0,0,0,0,98.54886627197266
0,0,0,0,98.39127349853516
0,0,0,0,98.23444366455078
0,0,0,0,98.0889892578125
0,0,0,0,97.87435913085938
0,0,0,0,97.74732971191406
0,0,0,0,97.62064361572266
0,0,0,0,97.4957504272461
0,0,0,0,97.32862854003906
0,0,0,0,97.19332122802734
0,0,0,0,97.02447509765625
0,0,0,0,96.87284851074219
0,0,0,0,96.72711944580078
0,0,0,0,96.57350158691406
0,0,0,0,96.42243957519531
0,0,0,0,96.27386474609375
0,0,0,0,96.09877014160156
0,0,0,0,95.9643783569336
0,0,0,0,95.79621124267578
0,0,0,0,95.63533020019531
0,0,0,0,95.48892974853516
0,0,0,0,95.35693359375
0,0,0,0,95.22151947021484
0,0,0,0,95.0823974609375
0,0,0,0,94.9048843383789
0,0,0,0,94.76280212402344
0,0,0,0,94.55677795410156
0,0,0,0,94.419677734375
0,0,0,0,94.29786682128906
0,0,0,0,94.17288208007812
0,0,0,0,94.01165771484375
0,0,0,0,93.84552764892578
0,0,0,0,93.69196319580078
0,0,0,0,93.52486419677734
0,0,0,0,93.37213134765625
0,0,0,0,93.2209243774414
0,0,0,0,93.06440734863281
0,0,0,0,92.91822814941406
0,0,0,0,92.7900619506836
0,0,0,0,92.65211486816406
0,0,0,0,92.50595092773438
0,0,0,0,92.35025787353516
0,0,0,0,92.18930053710938
0,0,0,0,92.0191650390625
0,0,0,0,91.87307739257812
0,0,0,0,91.72379302978516
0,0,0,0,91.5757064819336
0,0,0,0,91.42716979980469
0,0,0,0,91.25973510742188
0,0,0,0,91.13136291503906
0,0,0,0,90.9828872680664
0,0,0,0,90.82805633544922
0,0,0,0,90.67250061035156
0,0,0,0,90.51235961914062
0,0,0,0,90.33380889892578
0,0,0,0,90.19477081298828
0,0,0,0,90.07350158691406
0,0,0,0,89.9424819946289
0,0,0,0,89.79106140136719
0,0,0,0,89.64410400390625
0,0,0,0,89.43467712402344
0,0,0,0,89.27842712402344
0,0,0,0,89.14048767089844
0,0,0,0,89.01254272460938
0,0,0,0,88.86547088623047
0,0,0,0,88.73214721679688
0,0,0,0,88.58353424072266
0,0,0,0,88.42303466796875
0,0,0,0,88.28240966796875
0,0,0,0,88.1295166015625
0,0,0,0,87.98241424560547
0,0,0,0,87.82764434814453
0,0,0,0,87.65980529785156
0,0,0,0,87.50444793701172
0,0,0,0,87.3559341430664
0,0,0,0,87.2209701538086
0,0,0,0,87.08868408203125
0,0,0,0,86.93731689453125
0,0,0,0,86.79346466064453
0,0,0,0,86.603515625
0,0,0,0,86.46744537353516
0,0,0,0,86.31916046142578
0,0,0,0,86.15486145019531
0,0,0,0,86.02094268798828
0,0,0,0,85.89509582519531
0,0,0,0,85.76341247558594
0,0,0,0,85.59697723388672
0,0,0,0,85.43968200683594
0,0,0,0,85.2840805053711
0,0,0,0,85.14544677734375
0,0,0,0,85.02043914794922
0,0,0,0,84.89336395263672
0,0,0,0,84.7425537109375
0,0,0,0,84.59327697753906
0,0,0,0,84.44400787353516
0,0,0,0,84.30123138427734
0,0,0,0,84.15022277832031
0,0,0,0,84.0012435913086
0,0,0,0,83.85144805908203
0,0,0,0,83.70781707763672
0,0,0,0,83.56485748291016
0,0,0,0,83.41860961914062
0,0,0,0,83.267822265625
0,0,0,0,83.1252212524414
0,0,0,0,82.97396087646484
0,0,0,0,82.84420776367188
0,0,0,0,82.69696044921875
0,0,0,0,82.55281066894531
0,0,0,0,82.38850402832031
0,0,0,0,82.24681854248047
0,0,0,0,82.09931945800781
0,0,0,0,81.9493408203125
0,0,0,0,81.7998275756836
1,1,0,0,81.65708923339844
1,1,0,1,81.65032958984375
1,1,0,1,81.64488983154297
1,1,0,1,81.63968658447266
1,1,0,1,81.63664245605469
1,1,0,1,81.63577270507812
1,1,0,1,81.63574981689453
1,1,0,1,81.6356201171875
1,1,0,1,81.63555145263672
1,1,0,1,81.63546752929688
1,1,0,1,81.63529968261719
1,1,0,1,81.63404846191406
1,1,0,1,81.6307144165039
1,1,0,1,81.62686920166016
1,1,0,1,81.62249755859375
1,1,0,1,81.61994171142578
1,1,0,1,81.61724853515625
1,1,0,1,81.61431121826172
1,1,0,1,81.61150360107422
1,1,0,1,81.60905456542969
1,1,0,1,81.607421875
1,1,0,1,81.60462951660156
1,1,0,1,81.60213470458984
1,1,0,1,81.60028076171875
1,1,0,1,81.59778594970703
1,1,0,1,81.59579467773438
1,1,0,1,81.59357452392578
1,1,0,1,81.59186553955078
1,1,0,1,81.58926391601562
1,1,0,1,81.58733367919922
1,1,0,1,81.58517456054688
1,1,0,1,81.58395385742188
1,1,0,1,81.5819091796875
1,1,0,1,81.58075714111328
1,1,0,1,81.57926177978516
1,1,0,1,81.57746887207031
1,1,0,1,81.57635498046875
1,1,0,1,81.57402038574219
1,1,0,1,81.57315826416016
1,1,0,1,81.57127380371094
1,1,0,1,81.57026672363281
1,1,0,1,81.5687026977539
1,1,0,1,81.56745147705078
1,1,0,1,81.56520080566406
1,1,0,1,81.56344604492188
1,1,0,1,81.56275177001953
1,1,0,1,81.56063842773438
1,1,0,1,81.55977630615234
1,1,0,1,81.55838775634766
1,1,0,1,81.55634307861328
1,1,0,1,81.55560302734375
1,1,0,1,81.55419921875
1,1,0,1,81.55281066894531
1,1,0,1,81.55125427246094
1,1,0,1,81.54994201660156
1,1,0,1,81.5492935180664
1,1,0,1,81.54634094238281
1,1,0,1,81.54618835449219
1,1,0,1,81.54515838623047
1,1,0,1,81.54393005371094
1,1,0,1,81.54281616210938
1,1,0,1,81.5411376953125
1,1,0,1,81.54017639160156
1,1,0,1,81.53850555419922
1,1,0,1,81.53717803955078
1,1,0,1,81.53567504882812
1,1,0,1,81.53463745117188
1,1,0,1,81.53378295898438
1,1,0,1,81.53153228759766
1,1,0,1,81.5303726196289
1,1,0,1,81.5287857055664
1,1,0,1,81.52761840820312
1,1,0,1,81.52606964111328
1,1,0,1,81.52428436279297
1,1,0,1,81.52310943603516
1,1,0,1,81.52164459228516
1,1,0,1,81.52053833007812
1,1,0,1,81.5191650390625
1,1,0,1,81.51670837402344
1,1,0,1,81.51541137695312
1,1,0,1,81.51522064208984
1,1,0,1,81.51399230957031
1,1,0,1,81.51197814941406
1,1,0,1,81.51074981689453
1,1,0,1,81.50953674316406
1,1,0,1,81.5076675415039
1,1,0,1,81.50556182861328
1,1,0,1,81.50504302978516
1,1,0,1,81.5035629272461
1,1,0,1,81.50177764892578
1,1,0,1,81.50078582763672
1,1,0,1,81.49922943115234
1,1,0,1,81.49787139892578
1,1,0,1,81.4966049194336
1,1,0,1,81.49488067626953
1,1,0,1,81.49310302734375
1,1,0,1,81.4922866821289
1,1,0,1,81.49144744873047
1,1,0,1,81.49034881591797
1,1,0,1,81.48841094970703
1,1,0,1,81.48654174804688
1,1,0,1,81.48512268066406
1,1,0,1,81.48365020751953
1,1,0,1,81.48269653320312
1,1,0,1,81.48062896728516
1,1,0,1,81.47999572753906
1,1,0,1,81.4776611328125
1,1,0,1,81.47640991210938
1,1,0,1,81.47542572021484
1,1,0,1,81.47393035888672
1,1,0,1,81.4730453491211
1,1,0,1,81.47127532958984
1,1,0,1,81.4698486328125
1,1,0,1,81.46697235107422
1,1,0,1,81.46629333496094
1,1,0,1,81.46507263183594
1,1,0,1,81.4631118774414
1,1,0,1,81.46185302734375
1,1,0,1,81.46031188964844
1,1,0,1,81.45912170410156
1,1,0,1,81.45791625976562
1,1,0,1,81.45652770996094
1,1,0,1,81.45552062988281
1,1,0,1,81.45348358154297
1,1,0,1,81.45208740234375
1,1,0,1,81.45025634765625
1,1,0,1,81.44839477539062
1,1,0,1,81.44697570800781
1,1,0,1,81.44578552246094
1,1,0,1,81.44353485107422
1,1,0,1,81.44263458251953
1,1,0,1,81.44083404541016
1,1,0,1,81.43983459472656
1,1,0,1,81.43812561035156
1,1,0,1,81.43646240234375
1,1,0,1,81.43510437011719
1,1,0,1,81.43411254882812
1,1,0,1,81.43333435058594
1,1,0,1,81.43226623535156
1,1,0,1,81.43058013916016
1,1,0,1,81.4298324584961
1,1,0,1,81.42865753173828
1,1,0,1,81.4262466430664
1,1,0,1,81.425048828125
1,1,0,1,81.42332458496094
1,1,0,1,81.42171478271484
1,1,0,1,81.4200210571289
1,1,0,1,81.41856384277344
1,1,0,1,81.41676330566406
1,1,0,1,81.4154052734375
1,1,0,1,81.4144287109375
1,1,0,1,81.41311645507812
1,1,0,1,81.41223907470703
1,1,0,1,81.41043090820312
1,1,0,1,81.40924835205078
