isInDistance,isRedLight,passedIntersection,stop,distanceToGoal
0,0,0,0,12.706621170043945
0,0,0,0,12.57603931427002
0,0,0,0,12.451560974121094
0,0,0,0,12.332862854003906
0,0,0,0,12.206233024597168
0,0,0,0,12.069192886352539
0,0,0,0,11.84664535522461
0,0,0,0,11.727252006530762
0,0,0,0,11.611597061157227
0,0,0,0,11.488676071166992
0,0,0,0,11.349038124084473
0,0,0,0,11.243271827697754
0,0,0,0,11.111258506774902
0,0,0,0,10.97938346862793
0,0,0,0,10.836862564086914
0,0,0,0,10.692188262939453
0,0,0,0,10.547187805175781
0,0,0,0,10.429509162902832
0,0,0,0,10.318316459655762
0,0,0,0,10.182882308959961
0,0,0,0,10.064002990722656
0,0,0,0,9.928692817687988
0,0,0,0,9.805487632751465
0,0,0,0,9.671721458435059
0,0,0,0,9.539887428283691
0,0,0,0,9.41240406036377
0,0,0,0,9.285577774047852
0,0,0,0,9.161148071289062
0,0,0,0,9.029845237731934
0,0,0,0,8.89432430267334
0,0,0,0,8.759993553161621
0,0,0,0,8.626139640808105
0,0,0,0,8.501991271972656
0,0,0,0,8.387884140014648
0,0,0,0,8.268251419067383
0,0,0,0,8.14201831817627
0,0,0,0,8.01152229309082
0,0,0,0,7.881483554840088
0,0,0,0,7.742717266082764
0,0,0,0,7.60421085357666
0,0,0,0,7.473814010620117
0,0,0,0,7.362880706787109
0,0,0,0,7.249014377593994
0,0,0,0,7.115390300750732
0,0,0,0,6.987268924713135
0,0,0,0,6.845471382141113
0,0,0,0,6.7133612632751465
0,0,0,0,6.587747573852539
0,0,0,0,6.469297409057617
0,0,0,0,6.311557292938232
0,0,0,0,6.179960250854492
0,0,0,0,6.060657501220703
0,0,0,0,5.945736408233643
0,0,0,0,5.8316497802734375
0,0,0,0,5.706140041351318
0,0,0,0,5.572902202606201
0,0,0,0,5.440523624420166
0,0,0,0,5.307345867156982
0,0,0,0,5.157083034515381
0,0,0,0,5.038102149963379
0,0,0,0,4.911685943603516
0,0,0,0,4.796805381774902
0,0,0,0,4.669934272766113
0,0,0,0,4.553876876831055
0,0,0,0,4.438172817230225
0,0,0,0,4.30111026763916
0,0,0,0,4.168209552764893
0,0,0,0,4.031021595001221
0,0,0,0,3.898815155029297
0,0,0,0,3.7712748050689697
0,0,0,0,3.6545705795288086
0,0,0,0,107.76839447021484
0,0,0,0,107.88579559326172
0,0,0,0,107.74830627441406
0,0,0,0,107.59540557861328
0,0,0,0,107.40955352783203
0,0,0,0,107.25399017333984
0,0,0,0,107.08869171142578
0,0,0,0,106.92603302001953
0,0,0,0,106.76104736328125
0,0,0,0,106.60089874267578
0,0,0,0,106.44718933105469
0,0,0,0,106.32504272460938
0,0,0,0,106.19181060791016
0,0,0,0,106.04931640625
0,0,0,0,105.90333557128906
0,0,0,0,105.75096893310547
0,0,0,0,105.58133697509766
0,0,0,0,105.41374206542969
0,0,0,0,105.25354766845703
0,0,0,0,105.10929107666016
0,0,0,0,104.9680404663086
0,0,0,0,104.84309387207031
0,0,0,0,104.67183685302734
0,0,0,0,104.50526428222656
0,0,0,0,104.37091827392578
0,0,0,0,104.19999694824219
0,0,0,0,104.03923034667969
0,0,0,0,103.86685180664062
0,0,0,0,103.72924041748047
0,0,0,0,103.5888671875
0,0,0,0,103.45792388916016
0,0,0,0,103.31892395019531
0,0,0,0,103.17271423339844
0,0,0,0,103.02214813232422
0,0,0,0,102.86474609375
0,0,0,0,102.70199584960938
0,0,0,0,102.51762390136719
0,0,0,0,102.36133575439453
0,0,0,0,102.20645141601562
0,0,0,0,102.0793685913086
0,0,0,0,101.94661712646484
0,0,0,0,101.79325866699219
0,0,0,0,101.62020111083984
0,0,0,0,101.45865631103516
0,0,0,0,101.28465270996094
0,0,0,0,101.14160919189453
