offsetCenter,differenceForward,steeringAngle
-0.345,0.0016,-0.1
-0.347,0.0003,-0.1
-0.349,0.002,-0.1
-0.35,0.003,-0.0
-0.339,0.0023,-0.0
-0.333,0.0005,-0.0
-0.336,0.0022,-0.1
-0.34,0.0031,-0.1
-0.342,0.0032,-0.1
-0.344,0.002,-0.1
-0.346,0.0006,-0.1
-0.349,0.0019,-0.1
-0.35,0.0023,-0.0
-0.351,0.0015,-0.0
-0.345,0.0004,-0.1
-0.338,0.0005,-0.1
-0.342,0.0014,-0.2
-0.345,0.0037,-0.1
-0.348,0.0057,-0.1
-0.35,0.008,-0.1
-0.354,0.0102,-0.1
-0.356,0.0115,-0.0
-0.359,0.0104,-0.0
-0.361,0.0085,-0.0
-0.362,0.0045,-0.0
-0.352,0.0024,-0.0
-0.354,0.001,-0.1
-0.357,0.0024,-0.1
-0.359,0.0028,-0.1
-0.361,0.0018,-0.1
-0.362,0.0006,-0.1
-0.364,0.0013,-0.1
-0.364,0.0018,-0.0
-0.364,0.0008,-0.0
-0.366,0.0014,-0.1
-0.354,0.0019,-0.0
-0.355,0.0046,-0.1
-0.357,0.0053,-0.1
-0.359,0.0037,-0.1
-0.359,0.0024,-0.1
-0.36,0.0006,-0.1
-0.361,0.0013,-0.1
-0.361,0.0024,-0.0
-0.361,0.001,-0.0
-0.352,0.0001,-0.0
-0.353,0.0029,-0.1
-0.355,0.0036,-0.1
-0.356,0.0035,-0.1
-0.357,0.002,-0.1
-0.358,0.0007,-0.1
-0.357,0.0,-0.0
-0.356,0.001,-0.0
-0.357,0.003,-0.1
-0.356,0.0047,-0.0
-0.348,0.0069,-0.0
-0.348,0.0095,-0.1
-0.348,0.0111,-0.1
-0.347,0.0108,-0.1
-0.346,0.0101,-0.1
-0.343,0.0096,-0.0
-0.341,0.0113,-0.0
-0.338,0.0138,-0.0
-0.335,0.0174,-0.0
-0.331,0.021,-0.0
-0.323,0.0235,-0.0
-0.319,0.0267,-0.1
-0.316,0.0288,-0.1
-0.311,0.0286,-0.1
-0.304,0.0294,-0.0
-0.297,0.0311,-0.0
-0.291,0.0342,-0.0
-0.284,0.0368,-0.1
-0.276,0.0399,-0.0
-0.268,0.0431,-0.0
-0.256,0.046,-0.0
-0.248,0.049,-0.1
-0.239,0.051,-0.1
-0.229,0.052,-0.0
-0.217,0.0521,-0.0
-0.205,0.0506,-0.0
-0.196,0.0495,-0.1
-0.185,0.0477,-0.0
-0.173,0.0472,-0.0
-0.165,0.0466,-0.0
-0.156,0.0456,-0.1
-0.148,0.0424,-0.1
-0.14,0.0396,-0.0
-0.131,0.0375,-0.0
-0.123,0.0366,-0.0
-0.115,0.0355,-0.0
-0.107,0.0354,-0.0
-0.1,0.0349,-0.0
-0.093,0.035,-0.0
-0.085,0.0345,-0.0
-0.08,0.034,-0.1
-0.075,0.032,-0.1
-0.068,0.0292,-0.0
-0.061,0.0278,-0.0
-0.056,0.0267,-0.0
-0.05,0.0264,-0.0
-0.044,0.0258,-0.0
-0.039,0.0258,-0.0
-0.034,0.0255,-0.0
-0.028,0.0257,-0.0
0.025,0.0247,-0.1
0.025,0.0239,-0.0
0.025,0.023,-0.0
0.025,0.0229,-0.0
0.025,0.0222,-0.0
0.026,0.0225,-0.0
0.026,0.0222,-0.0
0.026,0.0223,-0.0
0.026,0.0215,-0.1
0.026,0.0209,-0.0
0.026,0.0201,-0.0
0.028,0.02,-0.0
0.032,0.0197,-0.0
0.036,0.0198,-0.0
0.04,0.0195,-0.0
0.043,0.019,-0.1
0.045,0.0159,-0.1
0.049,0.0132,-0.0
0.053,0.011,-0.0
0.055,0.0102,-0.0
0.058,0.0094,-0.0
0.059,0.0092,-0.0
0.061,0.0087,-0.0
0.063,0.0089,-0.0
0.065,0.0083,-0.0
0.067,0.0085,-0.0
0.069,0.0081,-0.0
0.071,0.0084,-0.0
0.072,0.0082,-0.0
0.074,0.0083,-0.0
0.076,0.0081,-0.0
0.077,0.0085,-0.0
0.079,0.0083,-0.0
0.081,0.0085,-0.0
0.084,0.0084,-0.0
0.086,0.0081,-0.0
0.088,0.0085,-0.0
0.089,0.0082,-0.0
0.091,0.0085,-0.0
0.093,0.0082,-0.0
0.095,0.0085,-0.0
0.096,0.0083,-0.0
0.098,0.0086,-0.0
0.099,0.0076,-0.1
0.101,0.0069,-0.0
0.103,0.006,-0.0
0.104,0.0059,-0.0
0.105,0.0055,-0.0
0.106,0.0055,-0.0
0.107,0.0052,-0.0
0.108,0.0055,-0.0
0.11,0.0051,-0.0
0.11,0.0054,-0.0
0.112,0.0051,-0.0
0.113,0.0054,-0.0
0.114,0.005,-0.0
0.115,0.0054,-0.0
0.116,0.0053,-0.0
0.117,0.0054,-0.0
0.118,0.0052,-0.0
0.119,0.0054,-0.0
0.12,0.0052,-0.0
0.121,0.0054,-0.0
0.122,0.0052,-0.0
0.123,0.0054,-0.0
0.124,0.0051,-0.0
0.125,0.0054,-0.0
0.127,0.0055,-0.0
0.128,0.0052,-0.0
0.129,0.0054,-0.0
0.13,0.0053,-0.0
0.131,0.0054,-0.0
0.131,0.0044,-0.1
0.133,0.0037,-0.0
0.134,0.0029,-0.0
0.134,0.0028,-0.0
0.135,0.0024,-0.0
0.136,0.0026,-0.0
0.136,0.0022,-0.0
0.137,0.0024,-0.0
0.137,0.0022,-0.0
0.137,0.0024,-0.0
0.138,0.0021,-0.0
0.138,0.0024,-0.0
0.139,0.0021,-0.0
0.139,0.0024,-0.0
0.14,0.002,-0.0
0.14,0.0022,-0.0
0.141,0.002,-0.0
0.141,0.0023,-0.0
0.142,0.002,-0.0
0.142,0.0023,-0.0
0.143,0.002,-0.0
0.143,0.0023,-0.0
0.143,0.0021,-0.0
0.144,0.0024,-0.0
0.144,0.0021,-0.0
0.145,0.0023,-0.0
0.145,0.0021,-0.0
0.146,0.0023,-0.0
0.146,0.0021,-0.0
0.146,0.0024,-0.0
0.147,0.0021,-0.0
0.147,0.0024,-0.0
0.148,0.0021,-0.0
0.148,0.0024,-0.0
0.149,0.0022,-0.0
0.149,0.0025,-0.0
0.15,0.002,-0.0
0.15,0.0023,-0.0
0.151,0.0021,-0.0
0.151,0.0022,-0.0
0.152,0.002,-0.0
0.152,0.0022,-0.0
0.152,0.0019,-0.0
0.153,0.0021,-0.0
0.153,0.0018,-0.0
0.154,0.002,-0.0
0.154,0.0018,-0.0
0.154,0.002,-0.0
0.155,0.0017,-0.0
0.155,0.002,-0.0
0.156,0.0017,-0.0
0.156,0.0019,-0.0
0.156,0.0017,-0.0
0.157,0.002,-0.0
0.157,0.0016,-0.0
0.157,0.0019,-0.0
0.157,0.0009,-0.1
0.157,0.0001,-0.0
0.158,0.0006,-0.0
0.158,0.0008,-0.0
0.158,0.0012,-0.0
0.157,0.0011,-0.0
0.157,0.0013,-0.0
0.157,0.0016,-0.0
0.156,0.0013,-0.0
0.156,0.0016,-0.0
0.156,0.0013,-0.0
0.156,0.0015,-0.0
0.155,0.0013,-0.0
0.155,0.0016,-0.0
0.155,0.0014,-0.0
0.154,0.0016,-0.0
0.154,0.0013,-0.0
0.154,0.0016,-0.0
0.153,0.0014,-0.0
0.153,0.0016,-0.0
0.153,0.0013,-0.0
0.153,0.0017,-0.0
0.152,0.0014,-0.0
0.152,0.0016,-0.0
0.151,0.0014,-0.0
0.151,0.0017,-0.0
0.151,0.0013,-0.0
0.151,0.0015,-0.0
0.15,0.0013,-0.0
0.15,0.0015,-0.0
0.15,0.0015,-0.0
0.149,0.0014,-0.0
0.149,0.0015,-0.0
0.149,0.0012,-0.0
0.149,0.0013,-0.0
0.148,0.0011,-0.0
0.148,0.0013,-0.0
0.148,0.0011,-0.0
0.148,0.0013,-0.0
0.147,0.001,-0.0
0.147,0.0012,-0.0
0.147,0.001,-0.0
0.147,0.0013,-0.0
0.146,0.001,-0.0
0.146,0.0013,-0.0
0.146,0.001,-0.0
0.146,0.0012,-0.0
0.145,0.001,-0.0
0.145,0.0014,-0.0
0.145,0.0012,-0.0
0.145,0.0014,-0.0
0.144,0.0011,-0.0
0.144,0.0014,-0.0
0.144,0.0011,-0.0
0.144,0.0014,-0.0
0.143,0.0011,-0.0
0.143,0.0014,-0.0
0.143,0.0012,-0.0
0.143,0.0014,-0.0
0.142,0.0012,-0.0
0.142,0.0015,-0.0
0.142,0.0012,-0.0
0.142,0.0015,-0.0
0.141,0.0012,-0.0
0.141,0.0015,-0.0
0.141,0.0012,-0.0
0.141,0.0015,-0.0
0.083,0.6052,-0.0
-0.131,0.5958,-0.0
0.14,0.0012,-0.0
0.139,0.0015,-0.0
0.139,0.0013,-0.0
0.139,0.0016,-0.0
0.138,0.0011,-0.0
0.138,0.0013,-0.0
0.138,0.001,-0.0
0.138,0.0012,-0.0
0.137,0.0009,-0.0
0.137,0.0012,-0.0
0.137,0.001,-0.0
0.137,0.0011,-0.0
0.136,0.0009,-0.0
0.136,0.0012,-0.0
0.136,0.0009,-0.0
0.136,0.0011,-0.0
0.136,0.0009,-0.0
0.136,0.0011,-0.0
0.135,0.0008,-0.0
0.135,0.0011,-0.0
0.135,0.0008,-0.0
0.135,0.001,-0.0
0.134,0.0007,-0.0
0.134,0.0009,-0.0
0.134,0.0007,-0.0
0.134,0.001,-0.0
0.134,0.0007,-0.0
0.134,0.001,-0.0
0.133,0.0006,-0.0
0.133,0.0008,-0.0
0.133,0.0006,-0.0
0.133,0.001,-0.0
0.133,0.0007,-0.0
0.133,0.001,-0.0
0.132,0.0007,-0.0
0.132,0.0011,-0.0
0.132,0.0008,-0.0
0.132,0.0008,-0.0
0.132,0.0011,-0.0
0.131,0.0008,-0.0
0.131,0.0011,-0.0
0.131,0.0006,-0.0
0.131,0.0009,-0.0
0.13,0.0007,-0.0
0.13,0.0009,-0.0
0.13,0.0006,-0.0
0.13,0.0008,-0.0
0.13,0.0006,-0.0
0.13,0.0008,-0.0
0.129,0.0005,-0.0
0.129,0.0008,-0.0
0.129,0.0005,-0.0
0.129,0.0008,-0.0
0.129,0.0005,-0.0
0.129,0.0007,-0.0
0.129,0.0004,-0.0
0.129,0.0007,-0.0
0.128,0.0005,-0.0
0.128,0.0008,-0.0
0.128,0.0007,-0.0
0.128,0.0008,-0.0
0.128,0.0006,-0.0
0.128,0.0009,-0.0
0.128,0.0007,-0.0
0.128,0.0009,-0.0
0.127,0.0007,-0.0
0.127,0.001,-0.0
0.127,0.0007,-0.0
0.127,0.001,-0.0
0.127,0.0008,-0.0
0.127,0.0011,-0.0
0.126,0.0008,-0.0
0.126,0.0011,-0.0
0.126,0.0008,-0.0
0.126,0.0011,-0.0
0.125,0.0007,-0.0
0.125,0.0012,-0.0
0.125,0.001,-0.0
0.125,0.0011,-0.0
0.125,0.0009,-0.0
0.125,0.0012,-0.0
0.124,0.0009,-0.0
0.124,0.0011,-0.0
0.124,0.0007,-0.0
0.124,0.0009,-0.0
0.123,0.0006,-0.0
0.123,0.0008,-0.0
0.123,0.0006,-0.0
0.123,0.0008,-0.0
0.123,0.0006,-0.0
0.123,0.0009,-0.0
0.123,0.0006,-0.0
0.123,0.0009,-0.0
0.122,0.0006,-0.0
0.122,0.0009,-0.0
0.122,0.0005,-0.0
0.122,0.001,-0.0
0.121,0.0005,-0.0
0.121,0.0007,-0.0
0.121,0.0008,-0.0
0.121,0.0004,-0.0
0.121,0.0007,-0.0
0.121,0.0004,-0.0
0.121,0.0007,-0.0
0.121,0.0004,-0.0
0.121,0.0007,-0.0
0.12,0.0004,-0.0
0.12,0.0006,-0.0
0.12,0.0004,-0.0
0.12,0.0007,-0.0
0.12,0.0003,-0.0
0.12,0.0007,-0.0
0.12,0.0005,-0.0
0.12,0.0007,-0.0
0.12,0.0005,-0.0
0.12,0.0007,-0.0
0.119,0.0004,-0.0
0.119,0.0007,-0.0
0.119,0.0005,-0.0
0.119,0.0008,-0.0
0.119,0.0006,-0.0
0.119,0.0009,-0.0
0.119,0.0006,-0.0
0.119,0.001,-0.0
0.118,0.0007,-0.0
0.118,0.0011,-0.0
0.118,0.0008,-0.0
0.118,0.001,-0.0
0.117,0.0006,-0.0
0.117,0.0008,-0.0
0.117,0.0006,-0.0
0.117,0.0009,-0.0
0.117,0.0007,-0.0
0.117,0.001,-0.0
0.117,0.0008,-0.0
0.117,0.0011,-0.0
0.116,0.0009,-0.0
0.116,0.0009,-0.0
0.116,0.0011,-0.0
0.115,0.0009,-0.0
0.115,0.0012,-0.0
0.115,0.001,-0.0
0.115,0.0012,-0.0
0.115,0.001,-0.0
0.114,0.0013,-0.0
0.114,0.001,-0.0
0.114,0.0013,-0.0
0.114,0.0011,-0.0
0.114,0.0013,-0.0
0.113,0.001,-0.0
0.113,0.0013,-0.0
0.113,0.001,-0.0
0.113,0.0013,-0.0
0.112,0.001,-0.0
0.112,0.0013,-0.0
0.112,0.0009,-0.0
0.112,0.0012,-0.0
0.111,0.0009,-0.0
0.111,0.0013,-0.0
0.111,0.0011,-0.0
0.111,0.0013,-0.0
0.11,0.001,-0.0
0.11,0.0013,-0.0
0.11,0.0009,-0.0
0.11,0.0012,-0.0
0.109,0.0009,-0.0
0.109,0.0013,-0.0
0.109,0.0009,-0.0
0.109,0.0011,-0.0
0.109,0.0009,-0.0
0.108,0.0012,-0.0
0.108,0.0009,-0.0
0.108,0.0012,-0.0
0.108,0.0008,-0.0
0.108,0.0009,-0.0
0.107,0.0008,-0.0
0.107,0.0012,-0.0
0.107,0.001,-0.0
0.107,0.0012,-0.0
0.106,0.0009,-0.0
0.106,0.0012,-0.0
0.106,0.0009,-0.0
0.106,0.0012,-0.0
0.106,0.0009,-0.0
0.106,0.0012,-0.0
0.105,0.001,-0.0
0.105,0.0012,-0.0
0.105,0.0008,-0.0
0.105,0.0011,-0.0
0.104,0.0009,-0.0
0.104,0.0012,-0.0
0.104,0.0009,-0.0
0.104,0.0012,-0.0
0.104,0.001,-0.0
0.103,0.0012,-0.0
0.103,0.0009,-0.0
0.103,0.0011,-0.0
0.103,0.0008,-0.0
0.103,0.0011,-0.0
0.102,0.0009,-0.0
0.102,0.0012,-0.0
0.102,0.0009,-0.0
0.102,0.0012,-0.0
0.101,0.001,-0.0
0.101,0.0012,-0.0
0.101,0.0009,-0.0
0.101,0.0011,-0.0
0.1,0.0008,-0.0
0.1,0.0012,-0.0
0.1,0.001,-0.0
0.1,0.0012,-0.0
0.1,0.001,-0.0
0.1,0.0012,-0.0
0.099,0.0009,-0.0
0.099,0.0013,-0.0
0.099,0.0011,-0.0
0.099,0.0014,-0.0
0.098,0.0011,-0.0
0.098,0.0014,-0.0
0.098,0.0011,-0.0
0.098,0.0013,-0.0
0.097,0.001,-0.0
0.097,0.0014,-0.0
0.097,0.0012,-0.0
0.097,0.0014,-0.0
0.095,0.0019,-0.1
0.095,0.0032,-0.0
0.095,0.0034,-0.0
0.094,0.004,-0.0
0.094,0.004,-0.0
0.093,0.0043,-0.0
0.092,0.0041,-0.0
0.091,0.0045,-0.0
0.089,0.0049,-0.1
0.089,0.0061,-0.0
0.087,0.007,-0.1
0.084,0.0102,-0.1
0.08,0.0151,-0.0
0.077,0.016,-0.0
0.074,0.0175,-0.1
0.07,0.0186,-0.0
0.067,0.0197,-0.0
0.063,0.02,-0.0
0.058,0.0214,-0.1
0.051,0.0243,-0.1
0.045,0.0286,-0.1
0.04,0.0324,-0.0
0.035,0.0349,-0.0
0.028,0.0345,-0.0
0.021,0.0328,-0.0
0.015,0.03,-0.0
-0.018,0.0278,-0.0
-0.023,0.0256,-0.1
-0.028,0.0242,-0.0
-0.033,0.0225,-0.1
-0.038,0.0233,-0.1
-0.043,0.0247,-0.1
-0.048,0.026,-0.0
-0.053,0.0254,-0.0
-0.058,0.025,-0.1
-0.062,0.0241,-0.0
-0.068,0.0226,-0.0
-0.073,0.0199,-0.0
-0.051,0.0186,-0.0
-0.055,0.0166,-0.1
-0.061,0.0167,-0.1
-0.064,0.0178,-0.1
-0.068,0.0203,-0.1
-0.071,0.0217,-0.0
-0.074,0.0218,-0.0
-0.077,0.0202,-0.0
-0.08,0.0186,-0.0
-0.083,0.0162,-0.0
-0.086,0.0138,-0.0
-0.09,0.0115,-0.1
-0.093,0.0116,-0.1
-0.097,0.013,-0.1
-0.098,0.0144,-0.0
-0.104,0.0146,-0.0
-0.107,0.0142,-0.1
-0.109,0.0131,-0.0
-0.11,0.0115,-0.0
-0.112,0.0087,-0.0
-0.113,0.0073,-0.1
-0.116,0.007,-0.1
-0.118,0.0087,-0.1
-0.12,0.011,-0.1
-0.12,0.013,-0.0
-0.121,0.0128,-0.0
-0.122,0.0118,-0.0
-0.124,0.0094,-0.0
-0.124,0.0075,-0.0
-0.132,0.0055,-0.0
-0.134,0.004,-0.1
-0.136,0.0037,-0.1
-0.137,0.0055,-0.1
-0.138,0.0076,-0.1
-0.138,0.0096,-0.0
-0.138,0.0091,-0.0
-0.138,0.0081,-0.0
-0.138,0.0061,-0.0
-0.138,0.0041,-0.0
-0.139,0.0019,-0.1
-0.141,0.0025,-0.2
-0.141,0.0041,-0.1
-0.142,0.0074,-0.1
-0.141,0.0091,-0.0
-0.152,0.0104,-0.0
-0.152,0.0087,-0.0
-0.153,0.0079,-0.1
-0.153,0.0063,-0.0
-0.153,0.0045,-0.0
-0.153,0.0023,-0.0
-0.153,0.0007,-0.1
-0.154,0.0005,-0.1
-0.154,0.0024,-0.1
-0.154,0.0046,-0.1
-0.152,0.0066,-0.0
-0.151,0.0061,-0.0
-0.151,0.0051,-0.0
-0.15,0.0031,-0.0
-0.15,0.0018,-0.1
-0.162,0.0002,-0.0
-0.162,0.0011,-0.1
-0.162,0.0013,-0.1
-0.161,0.0006,-0.1
-0.161,0.0029,-0.1
-0.159,0.0049,-0.0
-0.158,0.0045,-0.0
-0.157,0.0036,-0.0
-0.156,0.0014,-0.0
-0.154,0.0006,-0.0
-0.154,0.0027,-0.1
-0.153,0.0024,-0.1
-0.153,0.0011,-0.1
-0.152,0.0019,-0.1
-0.166,0.0043,-0.0
-0.164,0.0039,-0.1
-0.163,0.0034,-0.0
-0.161,0.0017,-0.0
-0.16,0.0002,-0.0
-0.159,0.002,-0.1
-0.159,0.0018,-0.1
-0.158,0.0004,-0.1
-0.157,0.0023,-0.1
-0.155,0.0038,-0.0
-0.153,0.0039,-0.0
-0.152,0.0025,-0.0
-0.15,0.0009,-0.0
-0.149,0.0009,-0.1
-0.166,0.0012,-0.0
-0.165,0.0029,-0.1
-0.164,0.0024,-0.1
-0.163,0.001,-0.1
-0.162,0.0019,-0.1
-0.159,0.0034,-0.0
-0.157,0.0036,-0.0
-0.155,0.002,-0.0
-0.154,0.0011,-0.1
-0.152,0.001,-0.0
-0.151,0.002,-0.1
-0.15,0.0019,-0.2
-0.149,0.0001,-0.1
-0.148,0.0023,-0.1
-0.147,0.0059,-0.1
-0.167,0.0087,-0.0
-0.166,0.009,-0.0
-0.165,0.0078,-0.0
-0.164,0.0063,-0.0
-0.163,0.0039,-0.0
-0.162,0.0017,-0.0
-0.161,0.0006,-0.1
-0.161,0.0004,-0.1
-0.16,0.001,-0.1
-0.159,0.0035,-0.1
-0.157,0.005,-0.0
-0.155,0.0051,-0.0
-0.153,0.0035,-0.0
-0.151,0.0019,-0.0
-0.15,0.0007,-0.0
-0.172,0.0018,-0.0
-0.17,0.004,-0.1
-0.169,0.0039,-0.1
-0.167,0.0028,-0.1
-0.165,0.0003,-0.1
-0.162,0.0011,-0.0
-0.159,0.0012,-0.0
-0.157,0.0002,-0.0
-0.155,0.0014,-0.1
-0.153,0.002,-0.0
-0.15,0.0037,-0.0
-0.147,0.0049,-0.1
-0.146,0.005,-0.1
-0.144,0.0033,-0.1
-0.142,0.0012,-0.1
-0.167,0.0032,-0.1
-0.164,0.005,-0.0
-0.162,0.0055,-0.0
-0.16,0.0044,-0.0
-0.158,0.0029,-0.0
-0.156,0.0002,-0.0
-0.155,0.0013,-0.1
-0.154,0.0015,-0.1
-0.152,0.0002,-0.1
-0.151,0.0023,-0.1
-0.148,0.0042,-0.0
-0.145,0.0039,-0.0
-0.143,0.003,-0.0
-0.141,0.0007,-0.0
-0.142,0.0005,-0.1
-0.166,0.0015,-0.0
-0.164,0.0025,-0.1
-0.162,0.0026,-0.1
-0.16,0.0008,-0.1
-0.159,0.0015,-0.1
-0.156,0.0033,-0.0
-0.153,0.0031,-0.0
-0.15,0.0022,-0.0
-0.148,0.0009,-0.1
-0.146,0.0002,-0.0
-0.143,0.0027,-0.0
-0.14,0.004,-0.1
-0.138,0.0041,-0.1
-0.142,0.0026,-0.1
-0.147,0.0004,-0.1
-0.164,0.0038,-0.1
-0.161,0.0056,-0.0
-0.158,0.006,-0.0
-0.156,0.0047,-0.0
-0.154,0.0033,-0.0
-0.152,0.0009,-0.0
-0.149,0.0012,-0.0
-0.147,0.0032,-0.1
-0.146,0.0033,-0.1
-0.144,0.0021,-0.1
-0.141,0.0003,-0.1
-0.139,0.0028,-0.1
-0.148,0.0082,-0.0
-0.152,0.0087,-0.0
-0.156,0.0076,-0.0
-0.163,0.0071,-0.0
-0.162,0.0055,-0.1
-0.162,0.006,-0.1
-0.161,0.0072,-0.1
-0.16,0.0096,-0.1
-0.16,0.0126,-0.1
-0.158,0.0147,-0.0
-0.157,0.0149,-0.0
-0.156,0.0142,-0.0
-0.155,0.0124,-0.0
-0.155,0.0112,-0.1
-0.16,0.0092,-0.0
-0.165,0.0081,-0.1
-0.17,0.0079,-0.1
-0.176,0.0099,-0.1
-0.165,0.0123,-0.1
-0.188,0.016,-0.1
-0.188,0.0189,-0.1
-0.189,0.0229,-0.1
-0.189,0.025,-0.0
-0.189,0.0257,-0.0
-0.188,0.024,-0.0
-0.188,0.0214,-0.1
-0.188,0.0196,-0.1
-0.19,0.0195,-0.1
-0.199,0.0199,-0.1
-0.216,0.0223,-0.1
-0.215,0.0235,-0.1
-0.212,0.0239,-0.0
-0.21,0.022,-0.0
-0.209,0.02,-0.1
-0.206,0.0173,-0.0
-0.212,0.0143,-0.0
-0.222,0.0106,-0.1
-0.23,0.0091,-0.1
-0.238,0.0086,-0.1
-0.245,0.0091,-0.1
-0.233,0.0116,-0.1
-0.229,0.0134,-0.1
-0.226,0.0146,-0.1
-0.223,0.0164,-0.1
-0.227,0.0167,-0.0
-0.234,0.0155,-0.0
-0.241,0.0128,-0.0
-0.249,0.0102,-0.1
-0.258,0.0083,-0.1
-0.266,0.0083,-0.1
-0.242,0.0102,-0.1
-0.241,0.0114,-0.1
-0.237,0.0126,-0.1
-0.242,0.0142,-0.1
-0.248,0.0146,-0.0
-0.255,0.0134,-0.0
-0.262,0.0105,-0.0
-0.27,0.0078,-0.1
-0.278,0.0061,-0.1
-0.285,0.006,-0.1
-0.292,0.0064,-0.1
-0.248,0.0092,-0.1
-0.256,0.0104,-0.1
-0.263,0.0121,-0.1
-0.269,0.0124,-0.0
-0.275,0.0112,-0.0
-0.281,0.0084,-0.0
-0.288,0.005,-0.0
-0.295,0.0012,-0.1
