offsetCenter,vehicle rotation,road rotation,steeringAngle,is_junction
0.175,-179.75628662109375,-179.92672729492188,0.1,True
0.164,-179.75628662109375,-179.92672729492188,0.0,True
0.152,-179.75628662109375,-179.92672729492188,0.0,True
0.142,-179.75628662109375,-179.92672729492188,0.1,True
0.133,-179.75628662109375,-179.92672729492188,0.1,True
0.123,-179.75628662109375,-179.92672729492188,0.0,True
0.114,-179.75628662109375,-179.92672729492188,0.0,True
0.106,-179.75628662109375,-179.92672729492188,0.0,True
0.098,-179.75628662109375,-179.92672729492188,0.0,True
0.089,-179.75628662109375,-179.92672729492188,0.0,True
0.083,-179.75628662109375,-179.92672729492188,0.1,True
0.075,-179.75628662109375,-179.92672729492188,0.0,True
-0.074,-179.75628662109375,-179.92672729492188,0.0,True
-0.077,-179.75628662109375,-179.92672729492188,0.0,True
-0.08,-179.75628662109375,-179.92672729492188,0.0,True
-0.083,-179.75628662109375,-179.92672729492188,0.0,True
-0.086,-179.75628662109375,-179.92672729492188,0.1,True
-0.089,-179.75628662109375,-179.92672729492188,0.0,True
-0.092,-179.75628662109375,-179.92672729492188,0.1,True
-0.095,-179.75628662109375,-179.92672729492188,0.0,True
-0.096,-179.75628662109375,-179.92672729492188,0.0,True
-0.096,-179.75628662109375,-179.92672729492188,0.0,True
-0.095,-179.75628662109375,-179.92672729492188,0.0,True
-0.092,-179.75628662109375,-179.92672729492188,0.0,True
-0.09,-179.75628662109375,-179.92672729492188,0.0,True
-0.088,-179.75628662109375,-179.92672729492188,0.0,True
-0.086,-179.75628662109375,-179.92672729492188,0.1,True
-0.084,-179.75628662109375,-179.92672729492188,0.1,True
-0.081,-179.75628662109375,-179.92672729492188,0.0,True
-0.079,-179.75628662109375,-179.92672729492188,0.0,True
-0.077,-179.75628662109375,-179.92672729492188,0.0,True
-0.074,-179.75628662109375,-179.92672729492188,0.0,True
-0.072,-179.75628662109375,-179.92672729492188,0.0,True
-0.07,-179.75628662109375,-179.92672729492188,0.0,True
-0.068,-179.75628662109375,-179.92672729492188,0.0,True
-0.066,-179.75628662109375,-179.92672729492188,0.0,True
-0.064,-179.75628662109375,-179.92672729492188,0.0,True
-0.062,-179.75628662109375,-179.92672729492188,0.0,True
-0.059,-179.75628662109375,-179.92672729492188,0.0,True
-0.057,-179.75628662109375,-179.92672729492188,0.0,True
-0.055,-179.75628662109375,-179.92672729492188,0.0,True
-0.052,-179.75628662109375,-179.92672729492188,0.0,True
-0.05,-179.75628662109375,-179.92672729492188,0.0,True
-0.05,-179.75628662109375,-179.92672729492188,0.0,True
-0.053,-179.75628662109375,-179.92672729492188,0.0,True
-0.056,-179.75628662109375,-179.92672729492188,0.0,True
-0.059,-179.75628662109375,-179.92672729492188,0.0,True
-0.063,-179.75628662109375,-179.92672729492188,0.0,True
-0.066,-179.75628662109375,-179.92672729492188,0.0,True
-0.069,-179.75628662109375,-179.92672729492188,0.1,True
-0.072,-179.75628662109375,-179.92672729492188,0.0,True
-0.076,-179.75628662109375,-179.92672729492188,0.0,True
-0.079,-179.75628662109375,-179.92672729492188,0.0,True
-0.082,-179.75628662109375,-179.92672729492188,0.0,True
-0.085,-179.75628662109375,-179.92672729492188,0.0,True
-0.087,-179.75628662109375,-179.92672729492188,0.1,True
-0.09,-179.75628662109375,-179.92672729492188,0.0,True
-0.093,-179.75628662109375,-179.92672729492188,0.0,True
-0.095,-179.75628662109375,-179.92672729492188,0.0,True
-0.097,-179.75628662109375,-179.92672729492188,0.0,True
-0.099,-179.75628662109375,-179.92672729492188,0.0,True
-0.101,-179.75628662109375,-179.92672729492188,0.0,True
-0.104,-179.75628662109375,-179.92672729492188,0.0,True
-0.107,-179.75628662109375,-179.92672729492188,0.0,True
-0.109,-179.75628662109375,-179.92672729492188,0.0,True
-0.111,-179.75628662109375,-179.92672729492188,0.0,True
-0.112,-179.75628662109375,-179.92672729492188,0.1,True
-0.114,-179.75628662109375,-179.92672729492188,0.0,True
-0.116,-179.75628662109375,-179.92672729492188,0.0,True
-0.117,-179.75628662109375,-179.92672729492188,0.0,True
-0.119,-179.75628662109375,-179.92672729492188,0.0,True
-0.12,-179.75628662109375,-179.92672729492188,0.0,True
-0.122,-179.75628662109375,-179.92672729492188,0.0,True
-0.123,-179.75628662109375,-179.92672729492188,0.0,True
-0.124,-179.75628662109375,-179.92672729492188,0.0,True
-0.125,-179.75628662109375,-179.92672729492188,0.0,True
-0.126,-179.75628662109375,-179.92672729492188,0.1,True
-0.127,-179.75628662109375,-179.92672729492188,0.0,True
-0.129,-179.75628662109375,-179.92672729492188,0.0,True
-0.129,-179.75628662109375,-179.92672729492188,0.0,True
-0.13,-179.75628662109375,-179.92672729492188,0.0,True
-0.131,-179.75628662109375,-179.92672729492188,0.0,True
-0.132,-179.75628662109375,-179.92672729492188,0.0,True
-0.132,-179.75628662109375,-179.92672729492188,0.0,True
-0.133,-179.75628662109375,-179.92672729492188,0.0,True
-0.134,-179.75628662109375,-179.92672729492188,0.0,True
-0.135,-179.75628662109375,-179.92672729492188,0.0,True
-0.135,-179.75628662109375,-179.92672729492188,0.0,True
-0.136,-179.75628662109375,-179.92672729492188,0.0,True
-0.136,-179.75628662109375,-179.92672729492188,0.0,True
-0.137,-179.75628662109375,-179.92672729492188,0.0,True
-0.137,-179.75628662109375,-179.92672729492188,0.0,True
-0.138,-179.75628662109375,-179.92672729492188,0.0,True
-0.139,-179.75628662109375,-179.92672729492188,0.0,True
-0.139,-179.75628662109375,-179.92672729492188,0.0,True
-0.14,-179.75628662109375,-179.92672729492188,0.0,True
-0.14,-179.75628662109375,-179.92672729492188,0.0,True
-0.141,-179.75628662109375,-179.92672729492188,0.0,True
-0.141,-179.75628662109375,-179.92672729492188,0.0,True
-0.142,-179.75628662109375,-179.92672729492188,0.0,True
-0.143,-179.75628662109375,-179.92672729492188,0.0,True
-0.143,-179.75628662109375,-179.92672729492188,0.0,True
